0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,3,7,0,0,6,0,0,5,5,4,3,6,5,7,2,0,114912891.96267429,350432805.87035424,297900000.0,5457.084067997094,0.008769137763850611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,5,5,0,7,4,0,7,6,5,3,3,5,1280937198.1288466,465877516.7110966,0.0,14727.830368108142,0.2622828317855908
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,3,1,0,6,5,1,3,1,5246867664.5628195,281228301.465688,0.0,0.0,2.9770609982624454
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,7,2,0,1,0,0,1,3,0,2,0,5,0,2,0,3373862569.2374935,245590636.63940284,61400000.0,120001.8134523725,0.4018320671727537
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,4,0,0,6,4,6,0,7,5,0,0,0,2918720183.3735504,293261850.0232836,121200000.0,0.0,1.6604946876232423
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,10,0,0,5,2,6,0,1,5,1,0,0,5417489784.489373,269771393.2826135,0.0,102670.54577839968,0.36865560604633135
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,6,4,3,5,6,2,4,0,0,4412490858.903141,226916483.76433507,115300000.0,0.0,2.2546987583785896
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,0,7,3,0,7,6,9,3,0,6,4526537968.169433,331844625.577082,0.0,28573.469406956152,0.840543988176261
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,6,0,0,5,2,7,3,6,6,7,0,0,4081765036.618294,247961443.31608665,213300000.0,30271.327163160095,0.3014027093015826
1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,7,2,0,9,6,10,8,0,3,9,7,2,8,2,6,0.0,719220243.2928274,1114400000.0,0.0,0.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,1,1,5,0,0,7,6959730541.850847,114213443.77906108,61400000.0,134176.45311866928,0.6511033184144375
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,7,0,0,8,3,3,1,6,4,8,3,0,37344327.95476969,297058132.1348208,2046600000.0,949.1937049702307,0.006132234640868414
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,3,0,6,3,0,2,0,1,0,1,0,6061112350.803342,201946323.15900606,30700000.0,110558.19427299689,0.48030036734541326
1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,5,0,0,7,2,0,3,5,0,3,9,5,0,3,0,519925659.12907445,312949718.55407715,759800000.0,0.0,0.34108568491747215
0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,6,5,0,7,0,7,9,0,1,6,6,2,7,4,5,31073438.617260758,539347731.1226292,660100000.0,0.0,0.019874641558145528
0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,3,0,5,0,0,6,3,0,5,6,1,3,4,0,1454711516.189889,265076678.38302898,946900000.0,10370.830347183146,0.2663384392893593
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,7,0,0,6,1,3,2,4,10,7,0,7,187460192.79058525,371044979.1479114,321100000.0,0.0,0.14357135772106536
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,3,7,0,0,7,0,5,1,6,5,0,0,0,3262299795.9116116,289767767.0413179,61400000.0,0.0,1.8314825803609827
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,7,3,6,2,7,6,0,1,0,4714703311.410125,234143893.63886404,30700000.0,64835.00403773632,0.9471717295286304
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,5,1,0,6,5,7,0,7,1,7,1,1,441809112.3006823,393983306.11840385,230600000.0,6001.9280033198265,0.08298416928299655
0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,7,0,0,1,3,0,1,6,6,0,3,0,4795496322.144044,184252417.76605672,297900000.0,41007.27820474994,0.9923838471821861
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,0,5,0,0,4,4,0,5,6,5,5,4,2,4170599836.8968005,308722044.48161495,182600000.0,19787.30431312136,0.7560362419303924
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,7,0,0,0,1,0,6,2,0,0,7,5,4,0,4,1403439164.7430825,264723091.83598277,334500000.0,0.0,0.8240849321642759
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,2,0,0,0,5,0,0,2,2,0,1,2,6,0,7,0,4322118330.10712,177304867.62739247,521600000.0,49325.58691261086,0.35523041605546873
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,7,3,0,5,0,0,6,2,1,6,6,5,1,3,0,813908580.8959888,367107824.0958829,182600000.0,37127.32339486365,0.06285003411851883
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,5,2,0,3,6,2,3,4,0,5377888077.509444,274367652.6350396,0.0,0.0,2.9842418447621033
0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,5,0,0,2,2,0,1,1,6,0,0,0,4542979852.6596,131605532.5504776,854700000.0,37700.22504736364,0.8494098222679032
1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,7,5,3,9,8,2,6,4,6,6,7,5,7,4,4,42682590.42125426,765015885.6521715,436400000.0,884.7616384829296,0.014089919249556385
1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,3,0,2,0,7,3,0,6,3,5,2,4,3,4,3,0,120686568.84669605,367205704.24895823,1195400000.0,4929.95383774602,0.0074301702571582485
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,4,0,0,7,1,3,2,7,10,7,0,0,596478685.0658802,307422228.1620151,199900000.0,21246.929655535325,0.05710635676586403
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,7,0,0,1,0,0,0,3,0,6,1,2,5,1,0,2491597620.8546853,226471601.20803186,176700000.0,50759.676063832536,0.7756457534417965
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,2,1,1,6,4,1,5,9,6,2,3,2,1150104391.4086394,431608496.15683556,146000000.0,0.0,0.7366800178441497
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,0,0,7,7,0,6,0,0,1,1,5,7,0,6,2539436347.1051598,378029433.1872548,61400000.0,14366.715295220101,0.4629964261630448
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,3,3,0,1,9,1,2,4,4,2,7,3,6,776473905.1157839,480212799.7339731,115300000.0,0.0,0.4896009509646664
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,3,3,0,2,6,2,0,0,0,5970030409.246683,124167473.26658016,236500000.0,113178.30819159141,0.5115650215519606
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,7,0,0,2,0,0,4,4,3,5,7,6,0,0,0,2930287303.617672,245999230.33982095,61400000.0,135388.50352798653,0.2214993724919741
0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,4,0,0,4,0,3,4,7,0,0,0,0,4748981527.759119,133449268.63148597,559900000.0,0.0,2.4405510882591783
1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,7,1,3,8,6,3,5,4,2,8,4,2,8,2,6,100704521.26505876,679804258.321576,405700000.0,0.0,0.12551873877614997
0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,7,0,0,6,0,0,0,3,0,1,6,6,4,0,0,1455678311.6647234,227020509.30506575,297900000.0,29535.515293945187,0.5467093929578959
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,3,0,7,8,4,4,5,5,0,3,1,2013521562.7199566,336458624.4679183,61400000.0,0.0,1.2398239711990062
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,3,6,2,0,1,0,5610747527.819749,170825405.15522644,115300000.0,0.0,3.1849135473969326
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,2,0,0,2,2,0,1,6,2,0,0,0,5916489843.370284,117308538.87343515,357700000.0,104877.48649175378,0.5475516165240006
0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,7,3,0,10,7,9,7,7,1,10,6,2,6,4,7,13443324.204789884,786589609.0771933,812000000.0,0.0,0.012005319044270435
0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,6,0,0,3,3,0,6,6,1,3,3,0,4254012079.550896,218373454.18241513,469400000.0,22066.078053119134,0.7748325029673322
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,6,3,2,7,10,4,0,0,4516141000.6013975,248980077.07800603,84600000.0,0.0,2.3733064931704844
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,0,5,0,3,1,5,4,2,6,2711277518.2728868,277479726.99752045,30700000.0,85016.77658027213,0.3448225308158614
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,7,0,0,4,0,0,7,3,3,5,6,2,6,0,0,521170867.2032209,297036902.38707125,230600000.0,18758.72947611446,0.05041125227975661
0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,3,0,0,0,5,0,0,7,4,0,5,4,5,4,0,0,3862557099.9347157,197928082.08685723,747000000.0,40882.99467873263,0.2262445790862499
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,0,0,5,7,0,1,6,4,0,0,0,5820556528.604278,214959560.75646868,0.0,70410.97500343976,1.225072178474582
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,5,3,0,1,6,1,2,0,0,5585082970.246682,150580670.83431074,146000000.0,121437.83707690853,0.35218968265946116
0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,2,7,0,0,2,0,0,5,4,3,1,1,5,0,0,0,1451114015.5711856,228427497.54837278,388400000.0,57000.828490915184,0.13059082304017594
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,9,1,3,5,0,5076173354.177223,139069345.26959488,279200000.0,46143.91177647874,0.9381204740879336
0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,3,3,0,3,6,2,7,3,0,4553562226.966177,208669699.6081709,267200000.0,34123.3314834107,0.8611954536986891
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,7,6,2,0,1,1,6,7,3,0,1252190613.8728144,349634841.39282894,30700000.0,0.0,0.7387539987159463
1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,2,1,2,0,7,3,0,6,3,6,2,5,0,10,1,0,61382934.11468066,420937220.45162857,1330300000.0,2593.5713503422216,0.004337770432869004
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,2,0,2,0,0,0,7335986495.88185,60497996.18510605,61400000.0,150711.697009474,0.6854727418879317
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,6,3,0,2,1,2,0,0,7,5797180662.541353,170215519.52220356,61400000.0,99434.66488432742,0.4558907745025351
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,0,7,0,0,4,0,0,0,1,6,2,2,0,3075059388.7901053,301918347.9457218,30700000.0,0.0,2.4358897280522167
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,2,0,0,2,4,3,2,0,5,3,1,0,2830102217.289872,268181075.87064573,30700000.0,91762.18146588095,0.3402286547052034
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,7,0,0,1,0,0,6,4,1,7,1,5,7,0,0,1510547780.5314987,279423617.0267131,303800000.0,28482.629461283253,0.3266616335728771
1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,2,1,2,0,6,0,0,6,3,0,2,2,4,5,2,0,479894302.9023005,293833552.13536006,735200000.0,13937.289353585551,0.03845117574419625
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,5,4,0,10,0,1,10,0,6,7,3,0,167919950.602195,400986702.6411231,333100000.0,3334.574094907365,0.04048207431797578
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,7,0,1,0,0,4,3,0,2,1,5,7,0,0,2876017450.4522734,230994854.00062573,115300000.0,66316.32815430367,0.26013886869234304
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,1,0,4,4,3,2,0,3,0,4148182278.3960986,217554733.56468362,30700000.0,0.0,3.6868898979246483
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,0,1,6,1,4,0,0,5257394236.221036,159958089.81874362,146000000.0,0.0,2.7260452911256072
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,6,5,7,2,2,5,6,0,0,4228066799.980004,232104687.56435436,146000000.0,28059.557860078097,0.752654331914669
0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,2,0,0,2,0,0,7,5,0,2,10,0,2,1,0,1071198911.9251206,234218897.60258204,946900000.0,22449.305659190766,0.23559454554890943
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,7,5,5,2,0,5,0,5841450756.819576,182686333.87809438,30700000.0,57599.97314261841,1.1183192768663888
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,10,0,0,5,0,5,0,3,1,5147371880.257387,206959120.07331586,151900000.0,42128.15768859828,0.9626515331672676
0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,3,7,0,0,7,1,0,10,3,0,1,6,1,6,3,6,72335253.8127993,427150047.33311766,862300000.0,3945.3690283859914,0.003533367667360832
1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,3,0,2,0,10,4,3,8,3,0,6,4,2,7,5,0,7906018.189817037,482274252.4815459,1382500000.0,408.6232425100252,0.0004681856929597114
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,1,4,1,1,1,2,7,0,0,5016249841.07738,179328909.14892855,213300000.0,37575.28310295796,1.0104674714751662
1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,2,2,6,7,8,5,0,6,3,3,5,5,1,8,4,1,8308515.6142455,606711165.2370043,1183400000.0,326.7867217116948,0.0007243373464693078
0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,7,0,4,0,6,2,0,0,0,2609575892.272568,174446690.2248996,589200000.0,0.0,1.6173732598176525
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,7,0,0,0,9,1,3,5,0,1478067046.9280353,199975296.44142097,279200000.0,32019.163996684027,0.3236230683653062
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,7,0,6,5,6,3,2,0,5579720623.372308,182714048.317124,30700000.0,50467.96405174154,1.0606695303516347
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,0,3,0,1,1,3,3,7,3335504409.2069726,310715166.9709009,30700000.0,0.0,2.15199575365025
0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,6,0,0,7,3,1,1,9,6,3,3,1,3844702902.3940067,296535763.2869248,297900000.0,20076.457259621457,0.6674755494338721
0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,4,0,4,2,0,5,3,0,5,3,0,5,0,0,1516891047.623555,265352806.412377,894700000.0,11454.104879875296,0.27975531515975993
0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,6,3,0,7,4,1,5,4,5,4,0,0,577826018.8483614,292468087.47498244,1012800000.0,0.0,0.3665901729266979
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,7,1,0,9,6,0,6,5,3,4,9,2,5,3,7,192406995.54644316,562709634.2761278,182600000.0,2853.3196813709005,0.04220108824451396
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,6,3,1,1,1,2,0,0,1,5437056013.596624,177023627.94605052,182600000.0,51022.41382460833,1.0120023812375125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,6,3,1,1,7,1,4,0,1,5644485121.712739,260361128.78514326,0.0,51355.41808956425,1.0940155963554374
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,6,3,3,2,0,1,0,0,0,6450058249.444071,161808824.3129788,30700000.0,124121.76538558461,0.5157831865042685
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,2,0,0,2,0,0,7,3,1,2,5,0,0,0,0,5045171981.27611,192485426.83321255,303800000.0,41192.184337396415,0.9336421156339815
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,0,2,1,0,2,2,2,0,0,0,6585905674.558813,178396125.47655866,0.0,111166.54301437257,2.01629007195349
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,0,0,0,0,6,0,0,4,1,5,0,3,0,3684313322.1930885,235998714.39738914,0.0,56820.36960021388,0.8321902271692638
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,6,4,7,2,2,5,7,3,0,4471953771.440921,269857794.8939158,182600000.0,26578.793266337285,0.806599400183755
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,3,0,6,0,0,3,1,3,0,0,0,2749673478.187449,158327999.19574943,115300000.0,102891.26761129353,0.2563472746312043
0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,7,0,0,3,9,1,3,4,0,4895473517.661553,182289958.31459904,363800000.0,42427.63212225871,0.9037285945206678
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,0,2,0,0,4,4,0,2,8,1,0,0,0,3681724153.1787367,186801474.14754888,176700000.0,0.0,2.083951602770147
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,3,6,2,0,0,0,6108577445.296084,152423191.57841834,84600000.0,0.0,3.7767342570330373
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,9,0,3,10,0,0,7,5,0,1,1,5,2,3,6,329770321.3838226,445047102.3469019,151900000.0,13997.616377178598,0.027861575524381392
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,7,4,0,6,5,7,7,0,7,6,7,6,7,2,0,118741174.47517917,579614254.3513637,213300000.0,2362.5185502388513,0.009879216472867925
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,5,0,1,0,1,5,0,0,1,1,1,6,0,4,5279506955.365447,261291612.4810814,61400000.0,91189.37891231339,0.3272559692291258
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,7,0,0,1,0,0,7,3,0,2,7,2,3,0,0,1934676158.3664289,234077743.70946085,333100000.0,70930.33691728317,0.18253330381193486
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,5,0,0,7,0,0,7,0,3,3,1,1,3,0,0,1046801534.5586364,245150082.14065424,673800000.0,41817.54087333015,0.1030761423698631
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,8,5,8,6,6,1,4,4,0,636338724.6764262,369221062.6862835,302400000.0,0.0,0.43031592480279324
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,7,0,0,5,5,0,0,5,0,0,6,6,3,0,7,1668358622.9907556,333842098.7560275,151900000.0,30107.20338095584,0.5948002068400413
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,1,2,0,3,0,7629019247.958702,74482178.66121271,182600000.0,184509.37353682893,0.6525699967761023
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,4,0,1,1,1,0,0,0,6802595519.78274,102719123.67329466,61400000.0,168363.47879100466,0.46378931964453146
0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,6,0,0,7,3,1,1,6,2,7,0,0,3729008331.4057918,232093805.76153567,388400000.0,17239.133917664345,0.6414863075722885
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,7,0,0,6,9,6,3,5,0,5444264212.515194,203048936.5815254,30700000.0,47244.88709887198,1.0287968756695784
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,5,2,7,1,1,1,4,3,0,4049340002.4828587,245439896.2283422,236500000.0,24349.905590539674,0.7221850801965202
0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,4,3,2,0,2,4,0,0,2763045460.6062374,170772233.59904408,504600000.0,56254.61325712873,0.8683951292984526
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,7,0,7,0,0,7,3,7,1,6,6,7,3,7,236028844.9666003,520080935.6609606,30700000.0,4234.848034762948,0.048362309813820226
1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,4,7,4,8,5,2,9,3,3,10,5,4,8,4,4,2422077.90812821,723888381.3176373,934900000.0,47.66493370415848,0.0006283283218818717
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,4,0,0,1,6,2,6,7,1,4711482267.11602,230924857.36009493,146000000.0,77766.599828702,0.2981720553153291
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,7,0,1,5,1,3,2,0,5220046718.613194,163872356.61717588,248500000.0,49377.71096374523,0.9738943436801641
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,5,1,0,4,4,0,2,8,1,0,0,7,2864616742.3077335,306994726.65645635,115300000.0,0.0,1.8209876399991034
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,3,1,1,0,0,0,8686435229.946722,77537331.48830745,30700000.0,112726.76880253473,2.3180192202296923
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,7,1,5,6,2,3,2,7,3636444784.318975,325586263.4907815,0.0,0.0,2.6785755193064245
1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,6,6,0,7,3,0,7,3,7,5,9,7,10,2,6,19921080.231088568,593965622.972603,862300000.0,470.0669485293713,0.0037677443722903274
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,6,6,5,2,0,4564815191.091489,213299178.18856797,30700000.0,0.0,2.469832070531139
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,0,3,3,1,1,0,0,0,4478300435.068383,171437352.7493875,217800000.0,0.0,4.116226200575006
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,0,7,2,0,7,3,3,5,10,1,9,1,7,9345665.136188565,509175388.23793596,1792200000.0,215.47114543765917,0.0018614925155570308
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,2,0,0,7,6,1,7,3,0,4,3,3,10,1,1,14292406.833888339,477662615.1497274,1792200000.0,354.58181740668755,0.0024259901311130794
1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,2,7,5,3,9,1,7,9,4,6,6,7,6,7,5,4,2896417.4567885846,759046389.9595006,881000000.0,128.46199898971068,0.0001550899485030552
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,1,3,0,3,6,2,0,3,0,5969316515.453436,107971496.28000443,213300000.0,122092.93087298391,0.4032842045305094
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,7,6,4,0,1,1,1,7,0,0,5080037881.15964,277257848.6331746,0.0,39553.44483069218,0.9515672606292074
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,8,3,6,3,0,3,0,6520679804.2532015,199261563.1694602,0.0,0.0,4.589587125145914
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,5,0,3,2,1,2,0,0,0,6896655347.793995,133597564.09763268,0.0,136459.8135366075,0.6029824096850518
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,7,0,0,1,2,2,7,4,1,1907942035.9721498,211583284.88855845,629400000.0,53543.96517468402,0.16680090404954134
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,6,2,0,3,7,5705251886.437057,163700966.64968285,115300000.0,0.0,3.1346539917043192
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,4,0,0,5,0,4,4,7,0,0,0,0,5135382713.331618,139398884.61445203,438700000.0,0.0,2.6685261043756663
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,7,0,0,7,3,0,1,6,5,7,3,1,1618248438.9778802,357260230.73621416,121200000.0,9333.268124718154,0.29529093854152455
0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,6,6,0,3,6,2,0,3,1,5457922067.635646,160150640.67810088,303800000.0,99738.79860661388,0.3412721570569888
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,3,7,0,0,9,5,0,0,1,5,1,3,0,1054149856.145962,348729959.2356532,0.0,23335.064845609362,0.2203801620797955
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,2,3,0,0,0,6,3,0,1,6,2,0,0,1,2612179046.326529,311529353.0624639,61400000.0,0.0,1.6032757908792665
0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,6,0,0,7,0,0,8,0,0,6,8,4,0,4,0,516325712.12027633,252506819.2942459,583100000.0,12051.38856850725,0.12883435266672708
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,1,1,1,0,0,0,6903859954.854439,68334610.52574816,286800000.0,0.0,4.017166705005609
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,2,6,0,1,1,6,0,0,0,3505018534.3356237,191571390.68936196,0.0,75404.75656416122,0.9863021930552297
0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,6,7,0,7,0,0,2,6,3,8,3,0,185552719.3642243,309986986.48102665,1584700000.0,0.0,0.0855924432883586
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,7,5,6,10,3,0,0,6461538207.493416,247047895.04990137,0.0,0.0,4.073197861910239
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,7,0,8240339316.627445,85979074.6035878,30700000.0,0.0,6.154016431490311
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,0,0,0,2,0,1,1,2,0,3,0,4819594856.614246,179602785.33645704,0.0,190366.6952480538,0.5611020501413305
