A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,policy,model
26,76.55937752801866,10.0,0.3788009063544869,169.72778488746502,1.5,0.3571668849296544,245.8452255377103,10.0,0.7855463265068305,239.8636705009133,1.0,0.6651087109346597,285.8057368742157,1.0,0.1660191434092977,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
17,172.97475977994372,1.0,0.2250721305901843,310.8505347236051,1.5,0.9767650619081152,274.0333502756642,10.0,0.5422268241213111,250.969792430281,1.0,0.8068002665636342,82.14836194164207,10.0,0.6338209237240208,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
131,300.179577117577,10.0,0.5104947479867807,128.1584359418799,1.5,0.980717855729624,96.58566731655046,1.0,0.955625334639926,345.12994542810645,1.5,0.1761818270752602,120.74985985715244,1.0,0.6960731832813014,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
38,64.03087826293128,1.0,0.1208929993167934,47.29574445743139,10.0,0.86629410029757,49.65257202793354,1.5,0.4110545527316348,181.92104307388476,1.5,0.7970257579483098,231.90920020863436,1.5,0.085895387215239,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
49,60.79550942248476,1.5,0.8750022754714025,301.63912943232305,10.0,0.8732558800256444,30.79293386129291,1.5,0.6453284783454509,248.60427620337163,1.5,0.5352173940266631,178.08063683640856,1.5,0.5621105277346438,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
47,243.53797610450388,1.0,0.4985637828460065,327.0909053927676,10.0,0.8034863681498562,184.59939403335127,10.0,0.4213865183937145,222.54579804614457,10.0,0.6236255828190357,319.49836684563604,10.0,0.823563567827934,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
112,264.2871874559558,1.5,0.68055551756308,143.86533346277037,10.0,0.1273773801195705,278.2072941867068,10.0,0.4648628487144767,162.06729685123827,1.0,0.4721455090099321,274.06009310527173,1.5,0.2578662127488338,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
92,169.72002271688353,10.0,0.6374557146966195,290.8292453181521,1.5,0.7518124167933676,280.59349898593564,1.5,0.7787901850716453,207.7634357644531,1.5,0.1833704532590302,193.2845042073301,10.0,0.4464421024674376,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
95,102.08487337638886,1.5,0.8915704746635608,247.82644208514927,10.0,0.4094015355002711,252.19323771166148,1.0,0.4843484412825541,33.55573247655866,1.5,0.5992384264709499,140.48969485571195,10.0,0.640419505596624,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
68,131.60771874583816,10.0,0.5390729571436782,260.6330059674908,1.0,0.949931396777124,312.0411998636289,1.5,0.1050557711009313,349.9329485612119,1.0,0.1122810554303228,302.02752108955247,1.0,0.7379377341685841,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
64,258.9658243592512,1.5,0.5297973908838093,197.92228412560348,1.0,0.9083616683722208,37.13030986238495,1.5,0.3188476937229612,78.51767725016973,10.0,0.7543135981970615,53.91387910982396,1.5,0.9897558040328002,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
78,54.818809329929095,10.0,0.4406601759949207,63.207500702627385,10.0,0.424762135451649,136.24692870395845,10.0,0.0276695457764893,197.32477213325777,1.0,0.1207641629421316,346.9813443259389,1.0,0.2358275622266723,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
53,343.6150080710243,1.5,0.077311257223858,266.6796359976598,10.0,0.307650680619628,42.26853453520927,1.0,0.0905487407928286,44.0887751339216,1.5,0.71637818477972,342.62813433230514,10.0,0.4715155317296527,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
29,206.19348046870851,10.0,0.2701460809118684,338.5750623060952,10.0,0.257806604878224,259.3957956644037,1.0,0.8976016178493937,53.347934243029215,1.5,0.681212064234669,262.547365928816,10.0,0.8956689454468502,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
34,153.9318804098502,1.5,0.4346155334179385,115.72805194977644,1.0,0.0844160083023862,234.33543468359076,10.0,0.848096622563174,137.11886279227446,1.5,0.3216486604306726,37.03192758304226,10.0,0.1442180510732811,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
99,87.57648294230904,1.0,0.1773980305992737,149.90477063594966,10.0,0.7811034712550823,173.69560770628738,1.5,0.9812830747026432,323.0075905496616,10.0,0.3843042572651151,118.49228798423935,1.5,0.1502752402392928,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
71,100.3267301060018,1.0,0.211907004170199,137.2697554065835,1.5,0.0154271754091038,85.12530936159062,10.0,0.0154937495263626,186.78684380608823,1.5,0.5769041461959685,314.16204532051995,10.0,0.5252492475446123,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
62,190.76868642859705,1.5,0.0436124260673381,226.46957529241905,1.0,0.1899410393176793,219.4706674356624,1.5,0.8518835628241481,170.8806556304532,1.0,0.0695762425079647,131.58335857569912,10.0,0.5587666617533775,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
13,107.09068311391076,10.0,0.9960953326862446,130.31553075141753,10.0,0.2256421722431432,113.90691726290495,10.0,0.1283576629405649,313.19272212030285,10.0,0.0252543145535831,263.94205478966245,1.0,0.7760977048491797,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
53,148.42731503534063,1.5,0.6294649530736384,70.59851945344715,10.0,0.3943540266096594,63.548375177640544,1.5,0.4767398158434683,46.89597203675743,1.0,0.5574810020619635,109.11104052675245,10.0,0.4071838158193203,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
66,136.71253226544394,10.0,0.1901162193583998,120.09720467523246,10.0,0.2749126049711053,92.17507226080892,1.0,0.6385171268990811,117.86641280530154,1.5,0.5262079552231504,214.5273999399858,1.0,0.6522551942786581,4.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
58,252.28737005684775,10.0,0.7385081894931425,154.02912209631737,10.0,0.7948337836902354,330.2459836036214,10.0,0.3428867825404275,33.1155329170187,1.5,0.4272654445053338,223.44544753282835,10.0,0.8773009811236208,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
23,200.3359020523908,1.0,0.9271806961069836,107.3833726143977,1.5,0.8507045624749078,249.16641461091623,1.0,0.732476485363336,72.03229080240152,10.0,0.6321652431921337,45.87551086719546,10.0,0.0931548822506453,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
67,327.8485315051365,1.5,0.8819848610877742,283.3458416014614,10.0,0.7165425454911581,165.76628000230627,1.5,0.3884784064233032,235.57922087329047,10.0,0.2348420445779772,271.4691546897931,1.5,0.6013155282743565,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
130,261.5684316400156,10.0,0.0290866237069211,243.88987210239304,1.5,0.8268073815350571,163.1839194318331,1.0,0.2811830591660018,341.2288318305968,1.0,0.8499819029004506,328.74507820165263,1.0,0.3751364745749562,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
93,56.075483809668725,10.0,0.9505203813123526,240.3350297386302,1.0,0.2804474779527898,264.4830300601004,1.0,0.4574682589667063,254.8598747611374,1.0,0.7063866457262009,291.1588710095202,1.0,0.7471885919700059,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
60,291.3702507736355,1.5,0.6095741778112438,288.1129308882311,10.0,0.4335810297649946,327.2145880408001,10.0,0.7493353766028735,179.69206887221648,1.0,0.9927962614245522,74.13869106072863,10.0,0.8343474841101609,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
61,167.3044726320447,1.0,0.0976884012785207,253.2237362718993,1.5,0.4185701258799009,243.54222294485936,1.5,0.0662262095460095,174.63437912326134,10.0,0.200436242272991,93.44321773245925,10.0,0.9558339662974036,4.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
55,202.9009114687366,1.0,0.8269234638614901,273.0404024847124,1.0,0.5316805689714909,73.0028910123423,1.0,0.0420080387036635,160.2434330154079,1.0,0.8128742338791122,158.6314065216086,1.5,0.0031812505317905,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
50,310.88500461726187,1.5,0.8502643896913774,268.1054403405771,1.0,0.9236892434572532,230.09367834678585,1.5,0.1649375233614631,276.08377121634663,1.0,0.1537887937746853,316.2569280599112,1.5,0.0138280457981419,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
114,269.1870985749773,1.5,0.2349278680140712,73.19093531400449,1.5,0.5142529886266185,273.009119437383,1.5,0.4443924127341764,151.98991660005427,1.5,0.2710227055127232,221.786764087322,10.0,0.0625904426514728,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
69,297.27064609260685,1.5,0.7494408144107663,209.9774064743319,1.5,0.1094671600187544,141.7773036004392,10.0,0.8173566116525395,107.0634963714716,1.5,0.0161868217130154,104.41455442974322,10.0,0.929852008771186,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
41,303.06219115799485,1.5,0.1010776873290875,189.1499600109731,1.0,0.4535937923569066,261.618275927848,10.0,0.7210623491651851,227.88673948229007,1.5,0.3512715066217113,78.73557014343967,10.0,0.4574896933141753,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,policy 0,dikesnet
