A.1_Expected Annual Damage 0,A.1_Dike Investment Costs 0,A.1_Expected Number of Deaths 0,A.2_Expected Annual Damage 0,A.2_Dike Investment Costs 0,A.2_Expected Number of Deaths 0,A.3_Expected Annual Damage 0,A.3_Dike Investment Costs 0,A.3_Expected Number of Deaths 0,A.4_Expected Annual Damage 0,A.4_Dike Investment Costs 0,A.4_Expected Number of Deaths 0,A.5_Expected Annual Damage 0,A.5_Dike Investment Costs 0,A.5_Expected Number of Deaths 0,RfR Total Costs 0,Expected Evacuation Costs 0,A.1_Expected Annual Damage 1,A.1_Dike Investment Costs 1,A.1_Expected Number of Deaths 1,A.2_Expected Annual Damage 1,A.2_Dike Investment Costs 1,A.2_Expected Number of Deaths 1,A.3_Expected Annual Damage 1,A.3_Dike Investment Costs 1,A.3_Expected Number of Deaths 1,A.4_Expected Annual Damage 1,A.4_Dike Investment Costs 1,A.4_Expected Number of Deaths 1,A.5_Expected Annual Damage 1,A.5_Dike Investment Costs 1,A.5_Expected Number of Deaths 1,RfR Total Costs 1,Expected Evacuation Costs 1,A.1_Expected Annual Damage 2,A.1_Dike Investment Costs 2,A.1_Expected Number of Deaths 2,A.2_Expected Annual Damage 2,A.2_Dike Investment Costs 2,A.2_Expected Number of Deaths 2,A.3_Expected Annual Damage 2,A.3_Dike Investment Costs 2,A.3_Expected Number of Deaths 2,A.4_Expected Annual Damage 2,A.4_Dike Investment Costs 2,A.4_Expected Number of Deaths 2,A.5_Expected Annual Damage 2,A.5_Dike Investment Costs 2,A.5_Expected Number of Deaths 2,RfR Total Costs 2,Expected Evacuation Costs 2
67642599.2811327,0,0.07023259718999,136357526.85010624,0,0.1774287393323164,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,134321268.4745579,0,0.07023259718999,270771912.48131984,0,0.1774287393323164,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,82505068.17359959,0,0.07023259718999,166318077.19265786,0,0.1774287393323164,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
393223847.1960184,0,0.3888240826367809,131887.20002202765,0,0.0001817713378091,0.0,0,0.0,2853544.979388326,0,0.0019365984551081,0.0,0,0.0,0.0,0.0,479623205.86698383,0,0.3888240826367809,160865.52771010465,0,0.0001817713378091,0.0,0,0.0,3480527.4422169467,0,0.0019365984551081,0.0,0,0.0,0.0,0.0,479623205.86698383,0,0.3888240826367809,160865.52771010465,0,0.0001817713378091,0.0,0,0.0,3480527.4422169467,0,0.0019365984551081,0.0,0,0.0,0.0,0.0
1265504241.3342922,0,0.620310963897634,0.0,0,0.0,292930880.07762,0,0.3749445481229753,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1265504241.3342922,0,0.620310963897634,0.0,0,0.0,292930880.07762,0,0.3749445481229753,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1265504241.3342922,0,0.620310963897634,0.0,0,0.0,292930880.07762,0,0.3749445481229753,0.0,0,0.0,0.0,0,0.0,0.0,0.0
25481420.30536001,0,0.0223108023973349,11731062.32387709,0,0.0136650588258618,565082989.3305672,0,1.1613734003447391,0.0,0,0.0,0.0,0,0.0,0.0,0.0,20891195.425751086,0,0.0223108023973349,9617827.916296734,0,0.0136650588258618,463288899.1430851,0,1.1613734003447391,0.0,0,0.0,0.0,0,0.0,0.0,0.0,31985218.948011976,0,0.0223108023973349,14725262.266603537,0,0.0136650588258618,709313017.9142088,0,1.1613734003447391,0.0,0,0.0,0.0,0,0.0,0.0,0.0
41125281.161438815,0,0.0428504146861189,134016755.68348832,0,0.1731992341312506,234383252.521641,0,0.5851684606580713,0.0,0,0.0,0.0,0,0.0,0.0,0.0,81664513.05365625,0,0.0428504146861189,266123726.9347824,0,0.1731992341312506,465426463.8331363,0,0.5851684606580713,0.0,0,0.0,0.0,0,0.0,0.0,0.0,41125281.161438815,0,0.0428504146861189,134016755.68348832,0,0.1731992341312506,234383252.521641,0,0.5851684606580713,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,5886868.260386737,0,0.0084635690131475,2906250.138297015,0,0.0079326427480773,441209.2180014934,0,0.0003644581338916,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9013020.38439012,0,0.0084635690131475,4449580.078913942,0,0.0079326427480773,675508.18189484,0,0.0003644581338916,0.0,0,0.0,0.0,0.0,0.0,0,0.0,11689846.642222635,0,0.0084635690131475,5771085.221872884,0,0.0079326427480773,876131.0543126714,0,0.0003644581338916,0.0,0,0.0,0.0,0.0
85547299.59224977,0,0.0453017730878312,0.0,0,0.0,49431503.70032196,0,0.0665828770871514,57506848.17936246,0,0.0190686568715202,0.0,0,0.0,0.0,0.0,43080606.45658375,0,0.0453017730878312,0.0,0,0.0,24893119.56801569,0,0.0665828770871514,28959767.365913074,0,0.0190686568715202,0.0,0,0.0,0.0,0.0,52546300.858250186,0,0.0453017730878312,0.0,0,0.0,30362649.40790887,0,0.0665828770871514,35322823.283088855,0,0.0190686568715202,0.0,0,0.0,0.0,0.0
15787264.31527504,0,0.0085242130070975,267382401.07595897,0,0.1745346015249876,0.0,0,0.0,0.0,0,0.0,76749287.83409463,0,0.0470135297792374,0.0,0.0,9697118.955164712,0,0.0085242130070975,164236114.50163797,0,0.1745346015249876,0.0,0,0.0,0.0,0,0.0,47142238.13503215,0,0.0470135297792374,0.0,0.0,9697118.955164712,0,0.0085242130070975,164236114.50163797,0,0.1745346015249876,0.0,0,0.0,0.0,0,0.0,47142238.13503215,0,0.0470135297792374,0.0,0.0
1275472183.7810378,0,0.6264833359955189,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,5331694.156428956,0,0.0034844876458603,0.0,0.0,783441972.1573496,0,0.6264833359955189,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,3274922.8387481654,0,0.0034844876458603,0.0,0.0,983405269.8877256,0,0.6264833359955189,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,4110803.981094061,0,0.0034844876458603,0.0,0.0
637292941.4477904,0,0.620310963897634,0.0,0,0.0,247756372.22621605,0,0.5945033609533557,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1265504241.3342922,0,0.620310963897634,0.0,0,0.0,491982131.7298556,0,0.5945033609533557,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1265504241.3342922,0,0.620310963897634,0.0,0,0.0,491982131.7298556,0,0.5945033609533557,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,11714894.490660692,0,0.0136282484147065,12132434.974184051,0,0.026922869505206,1687121.9838687317,0,0.0010720660963962,0.0,0,0.0,0.0,0.0,0.0,0,0.0,19072276.6839028,0,0.0136282484147065,19752047.861939147,0,0.026922869505206,2746696.2934656967,0,0.0010720660963962,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9604572.5577144,0,0.0136282484147065,9946897.26861814,0,0.026922869505206,1383203.7088085136,0,0.0010720660963962,0.0,0,0.0,0.0,0.0
786540782.3597513,0,0.6295960149492816,0.0,0,0.0,0.0,0,0.0,541138.7703310202,0,0.0002967382826909,0.0,0,0.0,0.0,0.0,786540782.3597513,0,0.6295960149492816,0.0,0,0.0,0.0,0,0.0,541138.7703310202,0,0.0002967382826909,0.0,0,0.0,0.0,0.0,987295010.7896998,0,0.6295960149492816,0.0,0,0.0,0.0,0,0.0,679257.3507629328,0,0.0002967382826909,0.0,0,0.0,0.0,0.0
3274575.957754231,0,0.0029136919036767,31523319.498938315,0,0.036083529361998,562528745.5688604,0,1.1528567780112005,0.0,0,0.0,0.0,0,0.0,0.0,0.0,5331129.421484225,0,0.0029136919036767,51321117.05812829,0,0.036083529361998,915817371.3550014,0,1.1528567780112005,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3274575.957754231,0,0.0029136919036767,31523319.498938315,0,0.036083529361998,562528745.5688604,0,1.1528567780112005,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,337219159.9906202,0,0.2783261522945026,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,437371724.1266657,0,0.2783261522945026,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,268649814.9257008,0,0.2783261522945026,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
372129350.6624368,0,0.3042729433028388,0.0,0,0.0,165387911.45731464,0,0.3398819922929186,0.0,0,0.0,0.0,0,0.0,0.0,0.0,467110491.3023961,0,0.3042729433028388,0.0,0,0.0,207601008.73199305,0,0.3398819922929186,0.0,0,0.0,0.0,0,0.0,0.0,0.0,605840192.9008586,0,0.3042729433028388,0.0,0,0.0,269257568.64489055,0,0.3398819922929186,0.0,0,0.0,0.0,0,0.0,0.0,0.0
261486222.63043395,0,0.2620530511886966,0.0,0,0.0,4132924.9330425663,0,0.0110717585498832,26067600.295159385,0,0.0166457545989281,0.0,0,0.0,0.0,0.0,261486222.63043395,0,0.2620530511886966,0.0,0,0.0,4132924.9330425663,0,0.0110717585498832,26067600.295159385,0,0.0166457545989281,0.0,0,0.0,0.0,0.0,519246177.4918413,0,0.2620530511886966,0.0,0,0.0,8206954.277572353,0,0.0110717585498832,51763728.404065184,0,0.0166457545989281,0.0,0,0.0,0.0,0.0
1277163569.019536,0,0.62752690913467,11240216.65374616,0,0.0078347727383661,874414216.1251816,0,1.0736933153568289,0.0,0,0.0,0.0,0,0.0,0.0,0.0,643164440.7230504,0,0.62752690913467,5660439.925688161,0,0.0078347727383661,440344638.6324495,0,1.0736933153568289,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1277163569.019536,0,0.62752690913467,11240216.65374616,0,0.0078347727383661,874414216.1251816,0,1.0736933153568289,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,11925446.227852752,0,0.0087930491314248,50003579.78673936,0,0.0679761337079769,77970483.7074226,0,0.0242248034991977,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9194670.660294369,0,0.0087930491314248,38553395.75478549,0,0.0679761337079769,60116234.24532291,0,0.0242248034991977,0.0,0,0.0,0.0,0.0,0.0,0,0.0,6005513.420178371,0,0.0087930491314248,25181210.306819133,0,0.0679761337079769,39265011.75185266,0,0.0242248034991977,0.0,0,0.0,0.0,0.0
777014173.925922,0,0.6200047151891183,0.0,0,0.0,0.0,0,0.0,1576413.0670333588,0,0.0008776212730903,0.0,0,0.0,0.0,0.0,975336860.3829927,0,0.6200047151891183,0.0,0,0.0,0.0,0,0.0,1978771.846205246,0,0.0008776212730903,0.0,0,0.0,0.0,0.0,777014173.925922,0,0.6200047151891183,0.0,0,0.0,0.0,0,0.0,1576413.0670333588,0,0.0008776212730903,0.0,0,0.0,0.0,0.0
781146501.3552738,0,0.6241534101234956,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,844320.5447547694,0,0.0008756393007661,0.0,0.0,781146501.3552738,0,0.6241534101234956,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,844320.5447547694,0,0.0008756393007661,0.0,0.0,781146501.3552738,0,0.6241534101234956,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,844320.5447547694,0,0.0008756393007661,0.0,0.0
12542203.422923544,0,0.008827203643886,29157072.70723108,0,0.0267422441036997,0.0,0,0.0,3403501.1446310133,0,0.0016342073486309,387432265.7649918,0,0.3234407639785819,0.0,0.0,16267181.068786308,0,0.008827203643886,37816591.32536513,0,0.0267422441036997,0.0,0,0.0,4414325.579055923,0,0.0016342073486309,502497895.03256094,0,0.3234407639785819,0.0,0.0,9991901.49344605,0,0.008827203643886,23228342.62083657,0,0.0267422441036997,0.0,0,0.0,2711441.28533493,0,0.0016342073486309,308652706.73500603,0,0.3234407639785819,0.0,0.0
19766886.395292897,0,0.0209012750952649,5879608.1395760495,0,0.008443407504093,11245911.157058837,0,0.0304118296708184,0.0,0,0.0,0.0,0,0.0,0.0,0.0,39252087.92425581,0,0.0209012750952649,11675429.859796563,0,0.008443407504093,22331564.24829556,0,0.0304118296708184,0.0,0,0.0,0.0,0,0.0,0.0,0.0,19766886.395292897,0,0.0209012750952649,5879608.1395760495,0,0.008443407504093,11245911.157058837,0,0.0304118296708184,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,7239839.727790303,0,0.0085990493782404,13753049.664123757,0,0.0305552858174987,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,11786723.862140456,0,0.0085990493782404,22390467.848492883,0,0.0305552858174987,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,11786723.862140456,0,0.0085990493782404,22390467.848492883,0,0.0305552858174987,0.0,0,0.0,0.0,0,0.0,0.0,0.0
1271959096.0607302,0,0.6243156747048348,0.0,0,0.0,34009452.36136389,0,0.0439870663956593,7941578.162720674,0,0.0024891405078814,0.0,0,0.0,0.0,0.0,781284104.3441916,0,0.6243156747048348,0.0,0,0.0,20889857.708219875,0,0.0439870663956593,4878009.679050535,0,0.0024891405078814,0.0,0,0.0,0.0,0.0,781284104.3441916,0,0.6243156747048348,0.0,0,0.0,20889857.708219875,0,0.0439870663956593,4878009.679050535,0,0.0024891405078814,0.0,0,0.0,0.0,0.0
639422332.4964937,0,0.6229180023166384,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,779916556.9478669,0,0.6229180023166384,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,639422332.4964937,0,0.6229180023166384,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
986848245.6383436,0,0.629238490330449,0.0,0,0.0,15047189.41111351,0,0.0246054161852441,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1279937707.7453818,0,0.629238490330449,0.0,0,0.0,19516136.556956846,0,0.0246054161852441,0.0,0,0.0,0.0,0,0.0,0.0,0.0,786184861.3758119,0,0.629238490330449,0.0,0,0.0,11987529.565520683,0,0.0246054161852441,0.0,0,0.0,0.0,0,0.0,0.0,0.0
3121533.474156978,0,0.0027563880150842,7239839.727790303,0,0.0085990493782404,13753049.664123757,0,0.0305552858174987,1287262.988489683,0,0.0008570804470014,26720371.333407823,0,0.029780046435497,0.0,0.0,3918263.991095406,0,0.0027563880150842,9087713.95263152,0,0.0085990493782404,17263335.380773466,0,0.0305552858174987,1615819.9989289418,0,0.0008570804470014,33540395.991641603,0,0.029780046435497,0.0,0.0,3121533.474156978,0,0.0027563880150842,7239839.727790303,0,0.0085990493782404,13753049.664123757,0,0.0305552858174987,1287262.988489683,0,0.0008570804470014,26720371.333407823,0,0.029780046435497,0.0,0.0
786339004.3276774,0,0.6293933251240926,2307629.659249754,0,0.0024751506860974,0.0,0,0.0,3994734.536007099,0,0.0019087616042866,0.0,0,0.0,0.0,0.0,1280188658.1085448,0,0.6293933251240926,3756905.483039436,0,0.0024751506860974,0.0,0,0.0,6503573.92550213,0,0.0019087616042866,0.0,0,0.0,0.0,0.0,1280188658.1085448,0,0.6293933251240926,3756905.483039436,0,0.0024751506860974,0.0,0,0.0,6503573.92550213,0,0.0019087616042866,0.0,0,0.0,0.0,0.0
634234298.4487027,0,0.6165674348562138,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,3578241.9623575346,0,0.0047824122241485,0.0,0.0,634234298.4487027,0,0.6165674348562138,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,3578241.9623575346,0,0.0047824122241485,0.0,0.0,971036960.154768,0,0.6165674348562138,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,5478425.254396615,0,0.0047824122241485,0.0,0.0
78274053.58075696,0,0.0533525191496105,70745551.896223,0,0.0626247089563608,599686679.9111058,0,0.9839294098727808,0.0,0,0.0,0.0,0,0.0,0.0,0.0,78274053.58075696,0,0.0533525191496105,70745551.896223,0,0.0626247089563608,599686679.9111058,0,0.9839294098727808,0.0,0,0.0,0.0,0,0.0,0.0,0.0,101521093.19633834,0,0.0533525191496105,91756660.58833732,0,0.0626247089563608,777790909.4364972,0,0.9839294098727808,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,11807233.129356366,0,0.0086277310746449,179332905.6485076,0,0.2362930345632133,32610895.23315267,0,0.0108604423693798,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9103526.858407222,0,0.0086277310746449,138267950.2709532,0,0.2362930345632133,25143414.83557144,0,0.0108604423693798,0.0,0,0.0,0.0,0.0,0.0,0,0.0,7252437.274768947,0,0.0086277310746449,110152872.84234028,0,0.2362930345632133,20030812.431785528,0,0.0108604423693798,0.0,0,0.0,0.0,0.0
987041731.5588934,0,0.6293933251240926,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1280188658.1085448,0,0.6293933251240926,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1280188658.1085448,0,0.6293933251240926,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
1265504241.3342922,0,0.620310963897634,328124325.34273934,0,0.1966584360291205,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,975719859.530121,0,0.620310963897634,252988026.57055768,0,0.1966584360291205,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,637292941.4477904,0,0.620310963897634,165239522.4197497,0,0.1966584360291205,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
977132373.1521326,0,0.6214403923243513,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,638215526.9135002,0,0.6214403923243513,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,638215526.9135002,0,0.6214403923243513,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
84368999.30629794,0,0.0445578650009462,207705848.86215127,0,0.1377925086726212,757243756.8710496,0,0.9447859016801654,0.0,0,0.0,157217337.16506848,0,0.0931358119105059,0.0,0.0,84368999.30629794,0,0.0445578650009462,207705848.86215127,0,0.1377925086726212,757243756.8710496,0,0.9447859016801654,0.0,0,0.0,157217337.16506848,0,0.0931358119105059,0.0,0.0,84368999.30629794,0,0.0445578650009462,207705848.86215127,0,0.1377925086726212,757243756.8710496,0,0.9447859016801654,0.0,0,0.0,157217337.16506848,0,0.0931358119105059,0.0,0.0
12396839.86108622,0,0.0087081734028167,9131767.636430806,0,0.008678954640572,76004872.67186272,0,0.1316244443757424,26666825.52405087,0,0.0116614836155952,0.0,0,0.0,0.0,0.0,12396839.86108622,0,0.0087081734028167,9131767.636430806,0,0.008678954640572,76004872.67186272,0,0.1316244443757424,26666825.52405087,0,0.0116614836155952,0.0,0,0.0,0.0,0.0,16078645.187053636,0,0.0087081734028167,11843861.290624537,0,0.008678954640572,98577975.8286716,0,0.1316244443757424,34586752.00057885,0,0.0116614836155952,0.0,0,0.0,0.0,0.0
778948717.1281323,0,0.6219463887305827,15123196.80435982,0,0.016863659041612,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,778948717.1281323,0,0.6219463887305827,15123196.80435982,0,0.016863659041612,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,778948717.1281323,0,0.6219463887305827,15123196.80435982,0,0.016863659041612,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
0.0,0,0.0,7290184.548878818,0,0.0087136728741043,30421498.7856408,0,0.0668162139493937,0.0,0,0.0,330265414.26723754,0,0.3408738666743048,0.0,0.0,0.0,0,0.0,11868687.072152056,0,0.0087136728741043,49527312.63958928,0,0.0668162139493937,0.0,0,0.0,537684173.3444659,0,0.3408738666743048,0.0,0.0,0.0,0,0.0,9150908.629620375,0,0.0087136728741043,38186187.7291323,0,0.0668162139493937,0.0,0,0.0,414561333.6973771,0,0.3408738666743048,0.0,0.0
0.0,0,0.0,7328663.343580989,0,0.0088012801765046,30676570.64692119,0,0.0678275698897839,17659832.233987853,0,0.0100448504401746,4310661.415305884,0,0.0047177906966357,0.0,0.0,0.0,0,0.0,6008477.403753012,0,0.0088012801765046,25150491.012539167,0,0.0678275698897839,14478588.789990377,0,0.0100448504401746,3534138.5590840466,0,0.0047177906966357,0.0,0.0,0.0,0,0.0,11931331.957226174,0,0.0088012801765046,49942578.95858994,0,0.0678275698897839,28750852.75641489,0,0.0100448504401746,7017914.439509488,0,0.0047177906966357,0.0,0.0
19696138.558122195,0,0.0208125797229491,217769507.74653608,0,0.2735379236007874,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,19696138.558122195,0,0.0208125797229491,217769507.74653608,0,0.2735379236007874,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,19696138.558122195,0,0.0208125797229491,217769507.74653608,0,0.2735379236007874,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
529066.0616257406,0,0.000572492140544,12995413.415067391,0,0.0183946912716253,17691066.37496436,0,0.0468120627051854,10225858.671903793,0,0.006985026386817,0.0,0,0.0,0.0,0.0,529066.0616257406,0,0.000572492140544,12995413.415067391,0,0.0183946912716253,17691066.37496436,0,0.0468120627051854,10225858.671903793,0,0.006985026386817,0.0,0,0.0,0.0,0.0,529066.0616257406,0,0.000572492140544,12995413.415067391,0,0.0183946912716253,17691066.37496436,0,0.0468120627051854,10225858.671903793,0,0.006985026386817,0.0,0,0.0,0.0,0.0
0.0,0,0.0,38597514.09534333,0,0.0433701078862714,253355063.29672608,0,0.5295548401694551,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,48449023.81398448,0,0.0433701078862714,318020623.4198265,0,0.5295548401694551,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,31644555.14060904,0,0.0433701078862714,207715664.0409908,0,0.5295548401694551,0.0,0,0.0,0.0,0,0.0,0.0,0.0
1281912239.0444098,0,0.6304568016279506,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,16695621.387453243,0,0.0110923312820723,0.0,0.0,645555814.6823555,0,0.6304568016279506,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,8407717.110525342,0,0.0110923312820723,0.0,0.0,645555814.6823555,0,0.6304568016279506,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,8407717.110525342,0,0.0110923312820723,0.0,0.0
3912192.298975551,0,0.0027514162397122,3434614.910252389,0,0.003297767438537,321405541.50271475,0,0.5384656569455109,687559.4394386922,0,0.0003047858327558,0.0,0,0.0,0.0,0.0,2555254.475320594,0,0.0027514162397122,2243324.062245976,0,0.003297767438537,209926528.5432696,0,0.5384656569455109,449080.5155806623,0,0.0003047858327558,0.0,0,0.0,0.0,0.0,3912192.298975551,0,0.0027514162397122,3434614.910252389,0,0.003297767438537,321405541.50271475,0,0.5384656569455109,687559.4394386922,0,0.0003047858327558,0.0,0,0.0,0.0,0.0
835499.5624510191,0,0.0005933556537184,101661933.82416835,0,0.0896200096082997,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,545707.8366624294,0,0.0005933556537184,66400649.94810618,0,0.0896200096082997,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1083639.1507126738,0,0.0005933556537184,131855068.00967148,0,0.0896200096082997,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
782157899.5447599,0,0.6251695444104121,0.0,0,0.0,0.0,0,0.0,126214.47994409152,0,6.450087072109413e-05,0.0,0,0.0,0.0,0.0,981793454.5663404,0,0.6251695444104121,0.0,0,0.0,0.0,0,0.0,158429.07212562446,0,6.450087072109413e-05,0.0,0,0.0,0.0,0.0,981793454.5663404,0,0.6251695444104121,0.0,0,0.0,0.0,0,0.0,158429.07212562446,0,6.450087072109413e-05,0.0,0,0.0,0.0,0.0
15826806.95748336,0,0.0085491778583042,1393871.5364618346,0,0.001030707779473,49657080.41513474,0,0.0671322554983085,1220044.4144771225,0,0.0004936859226867,190184067.3722344,0,0.1268784482314022,0.0,0.0,12202669.384248037,0,0.0085491778583042,1074692.6761190633,0,0.001030707779473,38286240.333929,0,0.0671322554983085,940669.755052736,0,0.0004936859226867,146634333.92024863,0,0.1268784482314022,0.0,0.0,12202669.384248037,0,0.0085491778583042,1074692.6761190633,0,0.001030707779473,38286240.333929,0,0.0671322554983085,940669.755052736,0,0.0004936859226867,146634333.92024863,0,0.1268784482314022,0.0,0.0
0.0,0,0.0,5968857.45089936,0,0.0086912547294043,0.0,0,0.0,39226043.58153176,0,0.0242644107104802,1151694.3624912768,0,0.0013891323764038,0.0,0.0,0.0,0,0.0,5968857.45089936,0,0.0086912547294043,0.0,0,0.0,39226043.58153176,0,0.0242644107104802,1151694.3624912768,0,0.0013891323764038,0.0,0.0,0.0,0,0.0,9138548.96982875,0,0.0086912547294043,0.0,0,0.0,60056572.48665776,0,0.0242644107104802,1763288.102703208,0,0.0013891323764038,0.0,0.0
0.0,0,0.0,66049703.84379797,0,0.0888971677852863,457018239.7703316,0,1.136728375051723,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,131158176.9026198,0,0.0888971677852863,907523813.903513,0,1.136728375051723,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,131158176.9026198,0,0.0888971677852863,907523813.903513,0,1.136728375051723,0.0,0,0.0,0.0,0,0.0,0.0,0.0
9782246.355354564,0,0.0086117107447249,38853906.55889306,0,0.0438312040928738,556347302.5496726,0,1.1333684941080349,0.0,0,0.0,0.0,0,0.0,0.0,0.0,9782246.355354564,0,0.0086117107447249,38853906.55889306,0,0.0438312040928738,556347302.5496726,0,1.1333684941080349,0.0,0,0.0,0.0,0,0.0,0.0,0.0,15925854.836179564,0,0.0086117107447249,63255580.89596769,0,0.0438312040928738,905753756.0435944,0,1.1333684941080349,0.0,0,0.0,0.0,0,0.0,0.0,0.0
643164440.7230504,0,0.62752690913467,1971669.9204195703,0,0.0026224823822391,33118213.48788657,0,0.0835916002613609,3365518.1239174767,0,0.0019812088794847,1527262.612564281,0,0.0019337868646279,0.0,0.0,984709349.4106663,0,0.62752690913467,3018702.0327278376,0,0.0026224823822391,50705251.08732361,0,0.0835916002613609,5152736.9244899405,0,0.0019812088794847,2338297.452991494,0,0.0019337868646279,0.0,0.0,1277163569.019536,0,0.62752690913467,3915242.87266349,0,0.0026224823822391,65764481.14915853,0,0.0835916002613609,6683076.467831733,0,0.0019812088794847,3032761.212513333,0,0.0019337868646279,0.0,0.0
0.0,0,0.0,92158450.89374432,0,0.0632696941737821,245825981.86912885,0,0.3195164304216975,11486733.9026029,0,0.0039078500152238,0.0,0,0.0,0.0,0.0,0.0,0,0.0,92158450.89374432,0,0.0632696941737821,245825981.86912885,0,0.3195164304216975,11486733.9026029,0,0.0039078500152238,0.0,0,0.0,0.0,0.0,0.0,0,0.0,56607113.37908419,0,0.0632696941737821,150995368.21896654,0,0.3195164304216975,7055574.850424813,0,0.0039078500152238,0.0,0,0.0,0.0,0.0
42228596.90436617,0,0.0442336230570647,221007503.23487344,0,0.2795714607743359,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,42228596.90436617,0,0.0442336230570647,221007503.23487344,0,0.2795714607743359,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,51507087.30144834,0,0.0442336230570647,269567392.6645849,0,0.2795714607743359,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
